GeoFIPS,GeoName,Region,LineCode,Description,Unit,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
" ""30000""",Montana,7,12, Farm income 2/,Millions of dollars,250.7,339.3,187.2,346.6,541.4,575.7,149.3,408.4,500,375.2,546,661.1,729.6,978.2,733.7,758.5,555.8,258.9,550.7,698.6,1321.3
" ""30000""",Montana,7,20,Population (persons) 3/,Number of persons,903773,906961,911667,919630,930009,940102,952692,964706,976415,983982,990730,997518,1004168,1014158,1022657,1031495,1042137,1053862,1061818,1070123,1080577
" ""30000""",Montana,7,30,Per capita personal income (dollars) 4/,Dollars,23081,23996,24554,26125,28131,30074,32193,34183,35792,34689,36398,38584,40750,40746,42591,44066,44211,46282,48021,50099,53361
" ""30000""",Montana,7,35, Earnings by place of work,Millions of dollars,14256.3,14822.8,15510.3,16617.1,18102.8,19617.8,20891.1,22295.9,22998,22584,23759.7,25129.4,26466.7,27233.4,28058.4,29134.2,29251.2,30391.5,31726.6,33280.6,34848.3
" ""30000""",Montana,7,36, Less: Contributions for government social insurance 5/,Millions of dollars,1792.6,1907.7,2019.2,2121.1,2256.9,2454.5,2654.7,2857.7,2930.1,2875.9,2943.2,2788.5,2870.8,3336.6,3485.5,3588.6,3555.5,3827.6,4045.5,4151.7,4451.5
" ""30000""",Montana,7,37,  Employee and self-employed contributions for government social insurance,Millions of dollars,892.4,962.6,1005.5,1048.1,1123.9,1223.8,1321.7,1421.2,1466.7,1450.3,1480.1,1239,1283.8,1695.3,1773.6,1840.4,1903.1,1991.9,2119.8,2239.4,2392.2
" ""30000""",Montana,7,38,  Employer contributions for government social insurance,Millions of dollars,900.1,945.1,1013.7,1072.9,1133,1230.7,1333,1436.5,1463.5,1425.6,1463.1,1549.5,1587,1641.3,1711.9,1748.2,1652.5,1835.6,1925.7,1912.4,2059.3
" ""30000""",Montana,7,42, Plus: Adjustment for residence 6/,Millions of dollars,26,27.9,26.3,24,23.3,19.8,14.6,16.9,27.2,37.1,74.3,179.7,358.4,447,547.5,428,269.4,312.1,381,415.3,295.3
" ""30000""",Montana,7,45, Equals: Net earnings by place of residence,Millions of dollars,12489.7,12942.9,13517.4,14520,15869.2,17183,18251,19455.1,20095.1,19745.2,20890.7,22520.6,23954.2,24343.9,25120.4,25973.7,25965,26876.1,28062.2,29544.2,30692.1
" ""30000""",Montana,7,46," Plus: Dividends, interest, and rent 7/",Millions of dollars,4981.2,5150.1,5059.2,5524.5,6049.4,6548,7502.7,8274.1,8887.2,7923.3,8110.6,8977.4,9778.9,9608.6,10681.2,11359.1,11354.2,12393.5,13067.5,13600.1,13446.8
" ""30000""",Montana,7,47, Plus: Personal current transfer receipts,Millions of dollars,3389.5,3670.6,3808,3980.7,4243.3,4541.6,4916.5,5246.9,5965.3,6465.1,7059.1,6990,7186.5,7370,7754.2,8120.7,8754.9,9504.9,9859.7,10468.2,13521.2
" ""30000""",Montana,7,50, Wages and salaries,Millions of dollars,9890.1,10389.8,10864,11394.4,12089,12958.8,13981.1,15056.2,15587.1,15259.6,15507.4,16165.6,17110.5,17618.1,18380.5,19253.6,19823.1,20663.5,21606.3,22520.4,23535.2
" ""30000""",Montana,7,60, Supplements to wages and salaries,Millions of dollars,2401.7,2486,2714.2,2912,3101.1,3347.1,3608.4,3859.6,3993.1,3916.7,4180.4,4472.8,4541.1,4656.2,4810.6,4963.5,4932,5352.7,5517.3,5651.1,5712.6
" ""30000""",Montana,7,61,  Employer contributions for employee pension and insurance funds 8/,Millions of dollars,1501.5,1540.9,1700.4,1839.1,1968.1,2116.4,2275.5,2423.1,2529.6,2491.2,2717.3,2923.3,2954.1,3014.9,3098.7,3215.3,3279.6,3517.1,3591.6,3738.8,3653.3
" ""30000""",Montana,7,62,  Employer contributions for government social insurance,Millions of dollars,900.1,945.1,1013.7,1072.9,1133,1230.7,1333,1436.5,1463.5,1425.6,1463.1,1549.5,1587,1641.3,1711.9,1748.2,1652.5,1835.6,1925.7,1912.4,2059.3
" ""30000""",Montana,7,70, Proprietors' income 9/,Millions of dollars,1964.6,1947,1932.1,2310.6,2912.7,3311.8,3301.5,3380.1,3417.9,3407.6,4071.8,4490.9,4815.1,4959.1,4867.2,4917.2,4496,4375.3,4603,5109.2,5600.5
" ""30000""",Montana,7,71,  Farm proprietors' income,Millions of dollars,104.4,192.5,22.3,202.8,387.1,401.5,-18.5,213.2,317.8,171.5,366.6,481.1,478.6,700.7,464.6,530.8,294,-7.3,284.9,503.2,1063
" ""30000""",Montana,7,72,  Nonfarm proprietors' income,Millions of dollars,1860.2,1754.5,1909.8,2107.8,2525.6,2910.3,3320.1,3166.9,3100.1,3236.1,3705.3,4009.8,4336.5,4258.4,4402.6,4386.4,4202,4382.6,4318.2,4606,4537.5
" ""30000""",Montana,7,7010,Total employment,Number of jobs,552690,559924,564643,571215,585514,600577,616927,635627,636171,619407,616344,623175,633135,641917,648873,660524,667769,674522,684109,686572,668310
" ""30000""",Montana,7,7020, Wage and salary employment,Number of jobs,409172,414029,417747,423152,433558,442786,455501,466205,466766,449985,447230,451230,460264,466811,470465,479397,484091,489034,494547,501505,486849
" ""30000""",Montana,7,7040, Proprietors employment,Number of jobs,143518,145895,146896,148063,151956,157791,161426,169422,169405,169422,169114,171945,172871,175106,178408,181127,183678,185488,189562,185067,181461
" ""31000""",Nebraska,4,10,Personal income (millions of dollars),Millions of dollars,49767.7,52068.7,52884.6,56241.3,58826.4,61063.5,63850.6,68718,72815.5,71664.2,75489.6,84211.6,86754.2,87398.7,92524,96282.1,94838,97112,101204.2,104430.2,111545
" ""31000""",Nebraska,4,11, Nonfarm personal income 1/,Millions of dollars,48338.4,50278.6,51847.1,53595,56094.7,58104.6,62292.8,66016.2,69818.8,69003.8,72377.8,77799.6,82200.7,80654.6,86881.6,91113.5,91020.3,95019.6,99303.2,101676.8,107101.3
" ""31000""",Nebraska,4,12, Farm income 2/,Millions of dollars,1429.3,1790,1037.5,2646.3,2731.7,2959,1557.7,2701.8,2996.7,2660.4,3111.8,6412,4553.5,6744.1,5642.4,5168.6,3817.7,2092.5,1901,2753.4,4443.7
" ""31000""",Nebraska,4,20,Population (persons) 3/,Number of persons,1713820,1719836,1728292,1738643,1749370,1761497,1772693,1783440,1796378,1812683,1829591,1840914,1853691,1865813,1879955,1892059,1906483,1916998,1925512,1932571,1937552
" ""31000""",Nebraska,4,30,Per capita personal income (dollars) 4/,Dollars,29039,30275,30599,32348,33627,34666,36019,38531,40535,39535,41260,45744,46801,46842,49216,50887,49745,50658,52560,54037,57570
" ""31000""",Nebraska,4,35, Earnings by place of work,Millions of dollars,37537.8,39445.9,40292.2,43103.7,45493.6,46918.5,48301.4,51487,53533,53579.6,56453.8,63172.5,64108,66290.7,69818.7,72188.3,70383.3,71646.5,74148.3,76187.5,79650.5
" ""31000""",Nebraska,4,36, Less: Contributions for government social insurance 5/,Millions of dollars,4241.8,4412.2,4574,4742,4956.8,5220.6,5616.7,5847,6043.8,6055.4,6268.5,5732.7,5898.6,6760.7,7098,7387.5,7589.2,7942.7,8214.8,8517.9,9013.2
" ""31000""",Nebraska,4,37,  Employee and self-employed contributions for government social insurance,Millions of dollars,2202.9,2283,2359.4,2443.8,2565.5,2702.8,2901.9,3059.6,3174.2,3203,3250.9,2650.5,2749.2,3594.6,3769.7,3925.2,4055.9,4247.8,4446.1,4600.2,4869.3
" ""31000""",Nebraska,4,38,  Employer contributions for government social insurance,Millions of dollars,2039,2129.2,2214.6,2298.1,2391.3,2517.8,2714.8,2787.4,2869.6,2852.4,3017.7,3082.2,3149.4,3166.1,3328.2,3462.3,3533.2,3694.9,3768.8,3917.7,4143.9
" ""31000""",Nebraska,4,42, Plus: Adjustment for residence 6/,Millions of dollars,-867.6,-874.7,-902.4,-937.9,-944,-941,-856.3,-947.3,-979.5,-956.9,-898.2,-963.2,-998.5,-968.9,-936.5,-1019.9,-1067.2,-1169.2,-1122,-1170.7,-1183.8
" ""31000""",Nebraska,4,45, Equals: Net earnings by place of residence,Millions of dollars,32428.4,34158.9,34815.9,37423.9,39592.8,40757,41828.4,44692.8,46509.7,46567.3,49287.1,56476.6,57210.9,58561.1,61784.3,63780.9,61726.9,62534.6,64811.5,66499,69453.4
" ""31000""",Nebraska,4,46," Plus: Dividends, interest, and rent 7/",Millions of dollars,11229.1,11189.7,10922.8,11363.7,11423.9,12038.5,13089,14604.4,15724.1,14043.7,14334.1,15642.6,17359.5,16503.6,17830.4,18940,19051.1,19826.6,20783.4,21461.6,21187.9
" ""31000""",Nebraska,4,47, Plus: Personal current transfer receipts,Millions of dollars,6110.2,6720.1,7146,7453.7,7809.7,8268,8933.2,9420.9,10581.7,11053.2,11868.4,12092.5,12183.8,12334,12909.4,13561.3,14060,14750.8,15609.2,16469.7,20903.6
" ""31000""",Nebraska,4,50, Wages and salaries,Millions of dollars,27013.8,27998,28849.1,29908.7,31274.5,32450.9,34293.3,36271.7,37603.4,37040.4,37485.4,38569.3,40467.3,41515.9,43427,45775.1,46903.7,48618.4,50439.7,52409.9,54066.4
" ""31000""",Nebraska,4,60, Supplements to wages and salaries,Millions of dollars,5921.4,6310,6825.4,7241,7661,8147.7,8390.8,8757.5,9062.7,9256.3,9122,9374.4,10140.1,10205.4,10866.8,11066.4,11315.4,12004.4,12927.7,13261.4,13137.4
" ""31000""",Nebraska,4,61,  Employer contributions for employee pension and insurance funds 8/,Millions of dollars,3882.4,4180.8,4610.9,4942.8,5269.7,5629.9,5676,5970.1,6193.1,6403.9,6104.3,6292.2,6990.7,7039.3,7538.5,7604.1,7782.2,8309.5,9158.9,9343.7,8993.5
" ""31000""",Nebraska,4,62,  Employer contributions for government social insurance,Millions of dollars,2039,2129.2,2214.6,2298.1,2391.3,2517.8,2714.8,2787.4,2869.6,2852.4,3017.7,3082.2,3149.4,3166.1,3328.2,3462.3,3533.2,3694.9,3768.8,3917.7,4143.9
" ""31000""",Nebraska,4,70, Proprietors' income 9/,Millions of dollars,4602.6,5137.8,4617.8,5954,6558.1,6319.9,5617.3,6457.9,6866.8,7282.9,9846.4,15228.9,13500.7,14569.4,15525,15346.7,12164.1,11023.7,10780.9,10516.2,12446.7
" ""31000""",Nebraska,4,71,  Farm proprietors' income,Millions of dollars,1084.9,1397.6,672.9,2210.8,2322.5,2590.6,1159.2,2219.6,2504.7,2161.6,2656.3,5920.5,4027.9,6230.5,5109.8,4575,3244.1,1449.3,1253.8,2121.5,3935.3
" ""31000""",Nebraska,4,72,  Nonfarm proprietors' income,Millions of dollars,3517.7,3740.2,3944.9,3743.2,4235.7,3729.3,4458.1,4238.3,4362.1,5121.3,7190.2,9308.3,9472.7,8338.9,10415.2,10771.8,8920,9574.5,9527.1,8394.7,8511.4
" ""31000""",Nebraska,4,7010,Total employment,Number of jobs,1173756,1175112,1165989,1169200,1180180,1192178,1208025,1230935,1237365,1223177,1219802,1232457,1251258,1266477,1282745,1302833,1310917,1317761,1330165,1329016,1285838
" ""31000""",Nebraska,4,7020, Wage and salary employment,Number of jobs,949159,951554,945677,948562,955181,962567,972964,986050,990945,969796,966605,970527,988861,1000260,1013648,1030952,1036494,1040906,1048465,1051545,1015211
" ""31000""",Nebraska,4,7040, Proprietors employment,Number of jobs,224597,223558,220312,220638,224999,229611,235061,244885,246420,253381,253197,261930,262397,266217,269097,271881,274423,276855,281700,277471,270627
" ""32000""",Nevada,8,10,Personal income (millions of dollars),Millions of dollars,64571.6,68116.6,69843.2,74483.4,82663.2,92687.4,100318.1,104595.5,103056.2,97267.1,101307,105105.4,109347.4,109870.5,117372.2,127117,132058.4,140516.7,149789.2,158923.9,168587.3
" ""32000""",Nevada,8,11, Nonfarm personal income 1/,Millions of dollars,64471.2,68002.5,69756.6,74394.3,82540.9,92557.3,100194.2,104504.5,102914.1,97147.9,101168.9,104905,109239.7,109761.2,117167.3,126976.4,131983,140408.6,149687.2,158752.3,168322.3
" ""32000""",Nevada,8,12, Farm income 2/,Millions of dollars,100.4,114.2,86.6,89,122.3,130.1,123.9,90.9,142.1,119.3,138.2,200.4,107.7,109.3,204.9,140.6,75.4,108.1,102,171.5,265
" ""32000""",Nevada,8,20,Population (persons) 3/,Number of persons,2018741,2098399,2173791,2248850,2346222,2432143,2522658,2601072,2653630,2684665,2702483,2713114,2744670,2776956,2818935,2868531,2919555,2972097,3030725,3090771,3138259
" ""32000""",Nevada,8,30,Per capita personal income (dollars) 4/,Dollars,31986,32461,32130,33121,35232,38109,39767,40212,38836,36231,37487,38740,39840,39565,41637,44314,45232,47279,49424,51419,53720
" ""32000""",Nevada,8,35, Earnings by place of work,Millions of dollars,49672.8,52541.9,53831.9,56641.2,62867.8,69780.7,75566.3,77594.5,73776.3,69109.4,71517.6,73058.8,74125.5,76088.4,79651.2,84726.1,87672.3,93397.3,99753.5,106552.4,103647.7
" ""32000""",Nevada,8,36, Less: Contributions for government social insurance 5/,Millions of dollars,4986.4,5291.6,5481.8,5567.6,6092.7,6695.5,7751,8179.3,7698.7,7418.9,7311.3,6915.2,7274,8005.9,8811.8,9392.7,9841.9,10186,10869.3,11720.7,11823.1
" ""32000""",Nevada,8,37,  Employee and self-employed contributions for government social insurance,Millions of dollars,2493.5,2666.4,2764.6,2819.4,3098.6,3407.2,3947.3,4179,3965.3,3840.3,3828.2,3140.1,3254.1,4106.4,4555,4839.6,5111.1,5287.1,5684.2,6193.5,6305.8
" ""32000""",Nevada,8,38,  Employer contributions for government social insurance,Millions of dollars,2492.8,2625.2,2717.2,2748.2,2994.1,3288.3,3803.7,4000.4,3733.4,3578.6,3483.1,3775.1,4019.9,3899.4,4256.8,4553.1,4730.8,4898.8,5185,5527.3,5517.3
" ""32000""",Nevada,8,42, Plus: Adjustment for residence 6/,Millions of dollars,-338.2,-354.2,-363.6,-409.8,-494.3,-548.8,-473.9,-399.8,-320.5,-307.7,-251.8,-145.4,-156.8,-136.2,-176.9,-127.6,-204,-202.2,-215,-237.4,163.3
" ""32000""",Nevada,8,45, Equals: Net earnings by place of residence,Millions of dollars,44348.3,46896.1,47986.5,50663.8,56280.8,62536.3,67341.4,69015.4,65757.1,61382.9,63954.5,65998.2,66694.8,67946.3,70662.6,75205.8,77626.4,83009.1,88669.2,94594.4,91988
" ""32000""",Nevada,8,46," Plus: Dividends, interest, and rent 7/",Millions of dollars,14222.4,14431.4,14205.4,15600.7,17506.3,20573.8,22627.5,24266.1,23937.6,20618.9,20526.1,22056.1,25457.6,24349.1,27446.5,30875.9,32215.3,34155.7,36307.2,37803,37331.5
" ""32000""",Nevada,8,47, Plus: Personal current transfer receipts,Millions of dollars,6000.9,6789.1,7651.2,8218.8,8876,9577.3,10349.3,11314,13361.5,15265.3,16826.5,17051.1,17195,17575.2,19263.2,21035.4,22216.7,23352,24812.8,26526.5,39267.8
" ""32000""",Nevada,8,50, Wages and salaries,Millions of dollars,35066.9,36852.3,37965.5,40627,45343.8,50050,54075.7,57353.7,57384.3,51922.4,50359.5,51507,53046.9,54921.2,57746.1,61081.9,64540,68017.8,72853.7,76767.3,74241.8
" ""32000""",Nevada,8,60, Supplements to wages and salaries,Millions of dollars,7974.9,8221,8533.1,9336.2,10203.6,11240.5,11785.4,12464,12514.5,12447.3,12872.3,12258.8,12810.7,12757.9,14513.9,15386.6,15860.5,16396.4,16643.6,17760.5,17541.3
" ""32000""",Nevada,8,61,  Employer contributions for employee pension and insurance funds 8/,Millions of dollars,5482.1,5595.9,5815.9,6588,7209.5,7952.2,7981.7,8463.6,8781.1,8868.7,9389.3,8483.7,8790.8,8858.5,10257.1,10833.5,11129.7,11497.5,11458.6,12233.2,12024
" ""32000""",Nevada,8,62,  Employer contributions for government social insurance,Millions of dollars,2492.8,2625.2,2717.2,2748.2,2994.1,3288.3,3803.7,4000.4,3733.4,3578.6,3483.1,3775.1,4019.9,3899.4,4256.8,4553.1,4730.8,4898.8,5185,5527.3,5517.3
" ""32000""",Nevada,8,70, Proprietors' income 9/,Millions of dollars,6631.1,7468.6,7333.3,6677.9,7320.4,8490.2,9705.2,7776.8,3877.5,4739.7,8285.7,9293,8267.9,8409.3,7391.2,8257.6,7271.8,8983.1,10256.2,12024.7,11864.7
" ""32000""",Nevada,8,71,  Farm proprietors' income,Millions of dollars,45.3,58.8,25,34.4,63.5,63,58.9,15.3,71.9,40.8,69.4,131.8,23.4,15.4,114.1,63.7,-12.7,21.1,14.4,107.3,181
" ""32000""",Nevada,8,72,  Nonfarm proprietors' income,Millions of dollars,6585.7,7409.7,7308.2,6643.6,7256.9,8427.2,9646.2,7761.5,3805.5,4698.9,8216.3,9161.2,8244.6,8393.9,7277.1,8193.9,7284.5,8962,10241.8,11917.3,11683.7
" ""32000""",Nevada,8,7010,Total employment,Number of jobs,1254358,1285310,1299543,1353123,1441158,1533724,1604488,1643860,1619014,1512913,1478054,1501839,1519198,1561388,1608494,1664658,1724741,1780418,1848911,1884448,1713047
" ""32000""",Nevada,8,7020, Wage and salary employment,Number of jobs,1054843,1081457,1085051,1122817,1190151,1259506,1316861,1330265,1301090,1185067,1153901,1161009,1179620,1207788,1249531,1292235,1329770,1373807,1420731,1461893,1317100
" ""32000""",Nevada,8,7040, Proprietors employment,Number of jobs,199515,203853,214492,230306,251007,274218,287627,313595,317924,327846,324153,340830,339578,353600,358963,372423,394971,406611,428180,422555,395947
" ""33000""",New Hampshire,1,10,Personal income (millions of dollars),Millions of dollars,43810.9,46136.8,46923.2,47829.3,50874.3,52744,56460.3,58663.4,60381.4,59358,62032.3,64945.3,67855.3,67703.7,70501.2,73474.6,76092.3,79390.6,83161.1,86797.5,91673.1
" ""33000""",New Hampshire,1,11, Nonfarm personal income 1/,Millions of dollars,43768.5,46097,46883.1,47782.7,50818.5,52696.7,56421.5,58623.5,60325,59323.6,61982.8,64899.2,67774.1,67615.8,70441,73412.7,76050.1,79343.4,83127.6,86756.5,91621.3
" ""33000""",New Hampshire,1,12, Farm income 2/,Millions of dollars,42.4,39.8,40.1,46.7,55.8,47.2,38.8,39.9,56.4,34.4,49.4,46,81.1,87.9,60.3,61.9,42.2,47.2,33.4,41,51.8
" ""33000""",New Hampshire,1,20,Population (persons) 3/,Number of persons,1239882,1255517,1269089,1279840,1290121,1298492,1308389,1312540,1315906,1316102,1316807,1320444,1324677,1327272,1334257,1337480,1343694,1350395,1355064,1360783,1366275
" ""33000""",New Hampshire,1,30,Per capita personal income (dollars) 4/,Dollars,35335,36747,36974,37371,39434,40619,43153,44695,45886,45101,47108,49184,51224,51010,52839,54935,56629,58791,61371,63785,67097
" ""33000""",New Hampshire,1,35, Earnings by place of work,Millions of dollars,31110.6,33074.7,33965,34936,36886.3,38541,40950,41512.8,41639.4,41608.4,43478,44476.6,45554.4,46121.2,47824.7,49216.8,50913.6,53109.2,55680.1,58445.2,59688.5
" ""33000""",New Hampshire,1,36, Less: Contributions for government social insurance 5/,Millions of dollars,3190.1,3323.8,3385,3549.8,3809.3,3976.8,4150.4,4321.2,4459.5,4431.8,4557.7,4225.2,4329.8,4953.9,5128.2,5333.5,5520.1,5824.5,6066.6,6364,6577.9
" ""33000""",New Hampshire,1,37,  Employee and self-employed contributions for government social insurance,Millions of dollars,1708.6,1788,1834.2,1922.2,2046.2,2158.2,2269.5,2379.2,2455.8,2411.9,2448.5,2010.1,2052.3,2686.8,2820,2973.4,3095.7,3270.2,3438.6,3638.9,3744.5
" ""33000""",New Hampshire,1,38,  Employer contributions for government social insurance,Millions of dollars,1481.6,1535.8,1550.8,1627.6,1763,1818.6,1880.8,1942,2003.7,2019.9,2109.2,2215.1,2277.4,2267.1,2308.2,2360.1,2424.4,2554.2,2628,2725,2833.3
" ""33000""",New Hampshire,1,42, Plus: Adjustment for residence 6/,Millions of dollars,4020.7,4063.8,3934.6,3948.9,4228.6,4220.1,4375.3,4747.4,4878.2,4161.5,4767.7,5086.3,5493.3,5202.2,4942.6,5473.9,5854.4,6088.4,6413.2,6882.3,6521.4
" ""33000""",New Hampshire,1,45, Equals: Net earnings by place of residence,Millions of dollars,31941.2,33814.7,34514.6,35335,37305.7,38784.2,41175,41939,42058.1,41338.1,43688,45337.6,46717.9,46369.6,47639.1,49357.3,51248,53373.1,56026.8,58963.5,59632
" ""33000""",New Hampshire,1,46," Plus: Dividends, interest, and rent 7/",Millions of dollars,7608.5,7668.6,7341.3,7298.8,7886.4,8032.7,8956.6,9855,10370.6,9445.4,9208.1,10534,11921.7,11936.7,12850.5,13333.4,13429.6,14159.2,14585.4,14787,14745
" ""33000""",New Hampshire,1,47, Plus: Personal current transfer receipts,Millions of dollars,4261.2,4653.5,5067.2,5195.5,5682.2,5927,6328.8,6869.4,7952.7,8574.5,9136.1,9073.7,9215.6,9397.5,10011.6,10784,11414.7,11858.3,12548.9,13047,17296
" ""33000""",New Hampshire,1,50, Wages and salaries,Millions of dollars,21673.5,22311,22563.4,23374.9,24859.3,25962.9,27442.6,28502.4,29108.4,28022.3,28465.5,29458.6,30470.8,31223.9,33033.7,34486.1,35725.7,37116,38578.8,40267.5,41624.2
" ""33000""",New Hampshire,1,60, Supplements to wages and salaries,Millions of dollars,4304,4713.4,4943.9,5265.1,5622.4,5950.2,6182.9,6436.1,6683.3,7025.7,7172.6,7427.4,7128.1,7454.6,7596.4,7818,7986.5,8252.9,8674.6,8920.3,9010.6
" ""33000""",New Hampshire,1,61,  Employer contributions for employee pension and insurance funds 8/,Millions of dollars,2822.4,3177.6,3393.2,3637.5,3859.4,4131.5,4302.1,4494.1,4679.7,5005.8,5063.3,5212.3,4850.7,5187.5,5288.2,5457.9,5562.1,5698.7,6046.6,6195.3,6177.3
" ""33000""",New Hampshire,1,62,  Employer contributions for government social insurance,Millions of dollars,1481.6,1535.8,1550.8,1627.6,1763,1818.6,1880.8,1942,2003.7,2019.9,2109.2,2215.1,2277.4,2267.1,2308.2,2360.1,2424.4,2554.2,2628,2725,2833.3
" ""33000""",New Hampshire,1,70, Proprietors' income 9/,Millions of dollars,5133.1,6050.3,6457.7,6295.9,6404.6,6627.9,7324.5,6574.3,5847.6,6560.4,7839.9,7590.5,7955.5,7442.8,7194.7,6912.8,7201.4,7740.3,8426.8,9257.3,9053.6
" ""33000""",New Hampshire,1,71,  Farm proprietors' income,Millions of dollars,8.1,5.2,-1.7,9.3,19.7,18.3,6.7,2.7,21.5,0.8,17.5,18.1,32.1,37.8,7,18.5,-7,8.5,-3.1,11.5,22.7
" ""33000""",New Hampshire,1,72,  Nonfarm proprietors' income,Millions of dollars,5125.1,6045.1,6459.3,6286.6,6384.9,6609.6,7317.7,6571.6,5826.1,6559.6,7822.3,7572.4,7923.4,7405,7187.6,6894.2,7208.4,7731.8,8429.9,9245.9,9030.9
" ""33000""",New Hampshire,1,7010,Total employment,Number of jobs,783545,788168,788484,797648,812823,825600,835582,848001,844862,820809,813707,818789,824361,835032,844499,860657,873126,882318,892444,890266,846181
" ""33000""",New Hampshire,1,7020, Wage and salary employment,Number of jobs,637473,640657,635883,637305,643788,648879,655750,658831,656967,633060,629907,633733,640426,647086,655526,666438,676230,682376,689029,696214,653928
" ""33000""",New Hampshire,1,7040, Proprietors employment,Number of jobs,146072,147511,152601,160343,169035,176721,179832,189170,187895,187749,183800,185056,183935,187946,188973,194219,196896,199942,203415,194052,192253
" ""34000""",New Jersey,2,10,Personal income (millions of dollars),Millions of dollars,330613.6,341787.7,346163.5,354361.8,370214.8,384731.4,413114.6,438001.1,451052.1,436504,449927.1,470008.1,487527.7,492488.2,515515.1,537105.9,552051.4,572482.4,597005,619065.8,652498.9
" ""34000""",New Jersey,2,11, Nonfarm personal income 1/,Millions of dollars,330303.5,341533.5,345891.1,354069.7,369900.8,384407.6,412749.9,437629.4,450732.1,436173.6,449617.7,469674.4,487122.2,492110.9,515211.3,536730.7,551712,572145.1,596732,618603.3,651948.8
" ""34000""",New Jersey,2,12, Farm income 2/,Millions of dollars,310,254.3,272.4,292.1,314,323.8,364.7,371.7,320.1,330.4,309.4,333.8,405.5,377.4,303.7,375.2,339.4,337.4,273.1,462.5,550.1
" ""34000""",New Jersey,2,20,Population (persons) 3/,Number of persons,8430621,8492671,8552643,8601402,8634561,8651974,8661679,8677885,8711090,8755602,8799451,8828552,8845671,8857821,8867277,8870312,8873584,8888147,8891730,8891258,8882371
" ""34000""",New Jersey,2,30,Per capita personal income (dollars) 4/,Dollars,39216,40245,40474,41198,42876,44467,47695,50473,51779,49854,51131,53237,55115,55599,58137,60551,62213,64410,67142,69626,73460
" ""34000""",New Jersey,2,35, Earnings by place of work,Millions of dollars,234153.6,242111.3,249787.1,257236.5,268300.9,277308.5,290110.3,300404.3,305489.9,300804.2,306929.7,313041.6,325057.6,335301.1,346995.4,359563.5,367220.1,380735.6,396738.1,410966.2,413564.7
" ""34000""",New Jersey,2,36, Less: Contributions for government social insurance 5/,Millions of dollars,25554.9,26592.9,27299,27735.9,29106.4,30543.2,31791.7,33660.1,34557.2,33747.4,34242.8,31436,32108.2,37383.6,38484,39787.8,40434.2,42175.1,43394.5,45008.2,45478
" ""34000""",New Jersey,2,37,  Employee and self-employed contributions for government social insurance,Millions of dollars,12938.2,13491,14007.8,14372.9,15132.4,15988.8,16884.3,17734.2,18193.1,17776.7,17929.9,14538.7,14660.5,19410.9,20159.8,20906,21488,22676,23561.6,24608.6,24912.5
" ""34000""",New Jersey,2,38,  Employer contributions for government social insurance,Millions of dollars,12616.8,13101.9,13291.1,13363,13974,14554.4,14907.4,15925.9,16364.1,15970.7,16312.9,16897.4,17447.7,17972.7,18324.2,18881.8,18946.3,19499.2,19833,20399.6,20565.5
" ""34000""",New Jersey,2,42, Plus: Adjustment for residence 6/,Millions of dollars,24547,25181.4,22805.8,23053.3,26122.6,28566,33853,40275.5,39545.2,31110.9,35033.8,39096.7,39742.2,40739.8,43679.3,45674.4,47416.9,50586.1,55143.6,59005.5,57469.1
" ""34000""",New Jersey,2,45, Equals: Net earnings by place of residence,Millions of dollars,233145.8,240699.8,245293.9,252553.9,265317,275331.4,292171.6,307019.7,310477.9,298167.7,307720.8,320702.2,332691.6,338657.3,352190.7,365450.1,374202.7,389146.6,408487.1,424963.6,425555.8
" ""34000""",New Jersey,2,46," Plus: Dividends, interest, and rent 7/",Millions of dollars,62206.2,61890.2,58467.4,58929.7,61443.1,63640.4,71255.5,78926.6,81846.4,73071.9,71488,77852.2,84513.1,82852.7,89399.4,95171.4,98652.5,102492.7,104885.4,106767.1,105994.4
" ""34000""",New Jersey,2,47, Plus: Personal current transfer receipts,Millions of dollars,35261.6,39197.8,42402.2,42878.2,43454.6,45759.6,49687.4,52054.8,58727.8,65264.4,70718.3,71453.8,70323,70978.2,73924.9,76484.4,79196.2,80843.1,83632.5,87335.1,120948.7
" ""34000""",New Jersey,2,50, Wages and salaries,Millions of dollars,174304.1,177042.1,179853.6,184596,192500.1,199918.3,210433.6,219859.8,224221.7,214770.1,217103.8,221455.5,228013.4,233951.8,240539.8,251004,257006.4,265802.4,275570.1,285346.6,287150.1
" ""34000""",New Jersey,2,60, Supplements to wages and salaries,Millions of dollars,35128.3,37151.3,39968.4,42036.9,44654,47674,47527.5,49049.8,49622.9,50646.8,50771.4,51428,53035.7,55180.8,57040,57557.5,57106.7,57944.7,61317.2,64488.2,63473.3
" ""34000""",New Jersey,2,61,  Employer contributions for employee pension and insurance funds 8/,Millions of dollars,22511.6,24049.4,26677.3,28673.9,30680,33119.6,32620.1,33123.8,33258.8,34676.1,34458.6,34530.7,35588,37208.2,38715.8,38675.7,38160.4,38445.5,41484.2,44088.7,42907.8
